"taxon_id"	"taxon_rank"	"scientific_name"	"assembly_id"	"contig_count"	"scaffold_count"	"chromosome_count"	"gc_percent"	"gene_count"	"assembly_level"	"assembly_span"	"contig_n50"	"scaffold_n50"	"busco_completeness"
"1678910"	"species"	"Caloptilia rufipennella"	"GCA_965642055.2"	7814	6029		38.5		"Scaffold"	430440877	221039	10708673	
"452460"	"species"	"Persicaria nepalensis"	"GCA_965642065.1"	1636	241	24	39.86		"Chromosome"	1630365888	1806655	68320300	96.30000000000001
"1265417"	"species"	"Aromia moschata"	"GCA_965642075.1"	314	185	14	35.34		"Chromosome"	738972771	9572216	60918734	99.10000000000001
"32264"	"species"	"Tetranychus urticae"	"GCA_965642085.1"	101	40	5	32.44		"Chromosome"	85992923	2675514	22684703	93.4
"255976"	"species"	"Mastigophora woodsii"	"GCA_965642095.1"	252	46	9	41.85		"Chromosome"	2273257613	17175386	255097285	82.7
"346753"	"species"	"Catops nigricans"	"GCA_965642105.1"	1094	941	10	30		"Chromosome"	204695938	1708696	18385198	92.7
"32264"	"species"	"Tetranychus urticae"	"GCA_965642115.1"	220	127	5	32.59		"Chromosome"	88244854	2754948	21661122	93.60000000000001
"346753"	"species"	"Catops nigricans"	"GCA_965642125.1"	675	433	11	30.900000000000002		"Chromosome"	209696841	1705193	18718905	98.2
"452460"	"species"	"Persicaria nepalensis"	"GCA_965642135.1"	1790	310		39.94		"Scaffold"	1651408713	1762887	68201802	95.80000000000001
"264786"	"species"	"Anastrophyllum donnianum"	"GCA_965642145.1"	637	134	9	43.82		"Chromosome"	688377270	2609125	74045785	84.10000000000001
"1265417"	"species"	"Aromia moschata"	"GCA_965642155.1"	246	146		35.160000000000004		"Scaffold"	691677760	9315063	60635210	94
"351518"	"species"	"Orchesia undulata"	"GCA_965642215.1"	186	79		38.34		"Scaffold"	227581523	4401460	24117115	98.60000000000001
"1501876"	"species"	"Mycetophagus piceus"	"GCA_965642245.1"	439	217		31.91		"Scaffold"	141805087	1811000	17944367	94.30000000000001
"1501876"	"species"	"Mycetophagus piceus"	"GCA_965642255.1"	447	162	10	31.330000000000002		"Chromosome"	169607872	1957516	16108877	99.5
"184711"	"species"	"Branta leucopsis"	"GCA_965642265.1"	1117	692	41	43.82		"Chromosome"	1346851039	6988405	66377272	99.2
"154003"	"species"	"Chrysomela populi"	"GCA_965642275.1"	831	120		35.74		"Scaffold"	544766477	1152832	34754923	97.60000000000001
"154003"	"species"	"Chrysomela populi"	"GCA_965642295.1"	933	179	17	35.74		"Chromosome"	546976414	1112475	35876596	98.30000000000001
"184711"	"species"	"Branta leucopsis"	"GCA_965642305.1"	660	385		43.45		"Scaffold"	1139740372	7406610	78719797	94.60000000000001
"351518"	"species"	"Orchesia undulata"	"GCA_965642315.1"	178	32	10	38.39		"Chromosome"	226792867	4513838	26832798	98.5
"139839"	"species"	"Ptilidium ciliare"	"GCA_965642335.1"	724	89	8	41.660000000000004		"Chromosome"	1043658477	2956033	153560588	84.2
"1183236"	"species"	"Hedwigia stellata"	"GCA_965642345.1"	386	23	10	39.34		"Chromosome"	220256717	1107920	33562822	87.10000000000001
"346781"	"species"	"Harmonia quadripunctata"	"GCA_965642355.1"	326	124		34.61		"Scaffold"	655047593	6272178	88541891	97.2
"2719097"	"species"	"Suillia notata"	"GCA_965642365.1"	14123	13031		32		"Scaffold"	596297853	80149	143937	
"877885"	"species"	"Cantharis decipiens"	"GCA_965642375.1"	16858	16856		29		"Scaffold"	417099899	32718	32741	
"2719097"	"species"	"Suillia notata"	"GCA_965642385.1"	1253	768	7	31.59		"Chromosome"	355663281	1711535	61741591	95.30000000000001
"462882"	"species"	"Viola palustris"	"GCA_965642395.1"	768	145		41.72		"Scaffold"	1758236668	4244870	77251681	98.60000000000001
"462882"	"species"	"Viola palustris"	"GCA_965642405.1"	953	263	24	41.76		"Chromosome"	1771300714	3888153	75796461	98.60000000000001
"346781"	"species"	"Harmonia quadripunctata"	"GCA_965642415.1"	354	166	8	34.56		"Chromosome"	661308525	7798040	89500714	97.10000000000001
"346812"	"species"	"Notiophilus biguttatus"	"GCA_965642425.1"	4978	4967		30.5		"Scaffold"	506795374	677247	680901	
"877885"	"species"	"Cantharis decipiens"	"GCA_965642435.1"	963	747	7	30.310000000000002		"Chromosome"	355227664	2185536	34757274	99
"346812"	"species"	"Notiophilus biguttatus"	"GCA_965642445.1"	576	459	13	29.95		"Chromosome"	490357287	3818127	22792868	98.4
"1155756"	"species"	"Segestria senoculata"	"GCA_965642455.1"	7037	2541	8	34.78		"Chromosome"	3804193260	1441733	472635562	96.30000000000001
"187487"	"species"	"Xysticus acerbus"	"GCA_965642465.1"	2840	837		31.740000000000002		"Scaffold"	2701663595	2197974	233650678	91.80000000000001
"2872697"	"species"	"Pandarus bicolor"	"GCA_965642475.1"	5085	4125		34.5		"Scaffold"	949492044	2140526	91810834	
"1155756"	"species"	"Segestria senoculata"	"GCA_965642505.1"	8278	3800	8	34.84		"Chromosome"	3893163846	1505047	477625959	96.5
"1304667"	"species"	"Zoropsis spinimana"	"GCA_965642525.1"	11652	6208	12	31.91		"Chromosome"	2405871139	1235000	178142676	90.10000000000001
"1304667"	"species"	"Zoropsis spinimana"	"GCA_965642535.1"	13385	7346	14	31.900000000000002		"Chromosome"	2848738713	1267352	191490901	97.9
"2872697"	"species"	"Pandarus bicolor"	"GCA_965642555.1"	450	260	8	34.69		"Chromosome"	835219297	6131000	101776934	96.10000000000001
"187487"	"species"	"Xysticus acerbus"	"GCA_965642565.1"	4210	1926	12	31.76		"Chromosome"	3088117140	2169591	237073779	98.10000000000001
"1030481"	"species"	"Celypha striana"	"GCA_965642915.1"	13483	9409		38.6		"Scaffold"	745991984	167454	59574095	94.10000000000001
"1030481"	"species"	"Celypha striana"	"GCA_965642925.1"	876	165	13	38.6		"Chromosome"	681144164	1665018	71142301	98.80000000000001
"1331087"	"species"	"Neoorthocaulis attenuatus"	"GCA_965642955.1"	327	103	9	43.17		"Chromosome"	690073451	5595737	74533173	84.5
"3197"	"species"	"Marchantia polymorpha"	"GCA_965642975.1"	1294	1021	9	43.53		"Chromosome"	264203427	1582237	30838473	86.2
"878368"	"species"	"Phyllobius virideaeris"	"GCA_965642995.1"	1024	622	11	32.910000000000004		"Chromosome"	1174963447	6429082	98611267	98.7
"878368"	"species"	"Phyllobius virideaeris"	"GCA_965643005.1"	752	386	11	32.88		"Chromosome"	1178116888	6641151	104084948	98.80000000000001
"878194"	"species"	"Megatoma undata"	"GCA_965643495.1"	1093	1005	9	33.43		"Chromosome"	417162620	6947368	40739288	98.9
"256915"	"species"	"Bruchidius villosus"	"GCA_965643515.1"	1231	797	10	37.38		"Chromosome"	972786308	4347107	100418657	98.10000000000001
"1073096"	"species"	"Hydrotaea similis"	"GCA_965643525.1"	1193	377		35.2		"Scaffold"	852781576	1757069	145044369	99.5
"1971888"	"species"	"Rhizotrogus aestivus"	"GCA_965643555.1"	3483	2014	10	33.77		"Chromosome"	2078264748	2065809	199413833	98.4
"256915"	"species"	"Bruchidius villosus"	"GCA_965643565.1"	781	371		37.36		"Scaffold"	962336579	4763205	101933805	98.4
"1586587"	"species"	"Eulagius filicornis"	"GCA_965643575.1"	3593	3225		31		"Scaffold"	129036480	90002	4637385	
"1586587"	"species"	"Eulagius filicornis"	"GCA_965643585.1"	860	805	10	30.82		"Chromosome"	160712976	3619454	12507011	99.2
"168635"	"species"	"Diplosoma listerianum"	"GCA_965643605.1"	741	209		33.57		"Scaffold"	288290067	867764	19116194	92.9
"1971888"	"species"	"Rhizotrogus aestivus"	"GCA_965643615.1"	2236	829		33.49		"Scaffold"	1871473144	2066696	177127195	93.80000000000001
"168635"	"species"	"Diplosoma listerianum"	"GCA_965643625.1"	722	198	15	33.63		"Chromosome"	288529684	941224	21504382	92.30000000000001
"878194"	"species"	"Megatoma undata"	"GCA_965643635.1"	334	258		32.69		"Scaffold"	368903463	6930725	43756318	98.80000000000001
"1073096"	"species"	"Hydrotaea similis"	"GCA_965643655.1"	1904	1103	5	35.160000000000004		"Chromosome"	884655012	1654896	146365869	99.4
"346786"	"species"	"Hypera rumicis"	"GCA_965643715.1"	428	141	10	33.71		"Chromosome"	1709030041	9598395	206056481	92.80000000000001
"877859"	"species"	"Anobium punctatum"	"GCA_965643725.1"	261	115		38.9		"Scaffold"	284044957	3523807	35406603	93.4
"346786"	"species"	"Hypera rumicis"	"GCA_965643735.1"	389	95	12	33.72		"Chromosome"	1773449660	11225160	205520964	98
"2881741"	"species"	"Coelichneumon leucocerus"	"GCA_965643745.1"	944	619	12	42.910000000000004		"Chromosome"	383977339	1363009	28840621	98.4
"877859"	"species"	"Anobium punctatum"	"GCA_965643755.1"	460	234	10	38.89		"Chromosome"	349952806	2667738	36402331	99.10000000000001
"2881741"	"species"	"Coelichneumon leucocerus"	"GCA_965643765.1"	689	359		42.89		"Scaffold"	359740307	1465869	27631890	98.5
"445480"	"species"	"Microrhagus pygmaeus"	"GCA_965643775.1"	16560	16551		36.5		"Scaffold"	445267807	35244	35265	
"445480"	"species"	"Microrhagus pygmaeus"	"GCA_965643785.1"	556	195	11	36.83		"Chromosome"	320795622	1272189	28484166	97.9
"3127294"	"species"	"Leucophora sponsa"	"GCA_965643815.1"	4080	2204	6	30.43		"Chromosome"	1551017328	1360177	256253166	98.10000000000001
"3127294"	"species"	"Leucophora sponsa"	"GCA_965643825.1"	2570	792		30.17		"Scaffold"	1412814509	1509378	241414279	97.60000000000001
"336685"	"species"	"Tibellus oblongus"	"GCA_965643835.1"	565	242	13	31.62		"Chromosome"	3189467222	48515146	239915410	98.4
"336685"	"species"	"Tibellus oblongus"	"GCA_965643845.1"	10976	8639	13	31.75		"Chromosome"	3294806192	3021679	232502025	96.7
"231131"	"species"	"Sphagnum riparium"	"GCA_965644045.1"	363	22	22	36.17		"Chromosome"	379005135	1690288	20882329	87.7
"1183228"	"species"	"Andreaea mutabilis"	"GCA_965644055.1"	340	11	10	43.49		"Chromosome"	202283538	1226475	21077731	86.9
"135868"	"species"	"Drusilla canaliculata"	"GCA_965644065.1"	2907	1977	10	37.12		"Chromosome"	342065249	398913	31642575	98.4
"189327"	"species"	"Potamogeton lucens"	"GCA_965644075.1"	1197	1143	26	38.68		"Chromosome"	660191066	15636855	23743336	94.7
"189327"	"species"	"Potamogeton lucens"	"GCA_965644085.1"	1062	1027		39.65		"Scaffold"	698647336	14988000	23101697	94.60000000000001
"39298"	"species"	"Echinocardium cordatum"	"GCA_965644095.1"	1930	520		36.13		"Scaffold"	1015128286	1261007	42616899	99.30000000000001
"376124"	"species"	"Holcus mollis"	"GCA_965644105.1"	1660	828	21	46.06		"Chromosome"	3865379649	12716938	183070598	98.9
"65561"	"species"	"Hypericum perforatum"	"GCA_965644115.1"	366	230		37.92		"Scaffold"	985472242	14055094	39017748	95.10000000000001
"246702"	"species"	"Potamogeton pusillus"	"GCA_965644125.1"	267	229	14	37.54		"Chromosome"	284486300	12871202	26103200	93.9
"65561"	"species"	"Hypericum perforatum"	"GCA_965644135.1"	286	218	8	37.800000000000004		"Chromosome"	356621099	14679512	39703796	94.10000000000001
"39298"	"species"	"Echinocardium cordatum"	"GCA_965644145.1"	1826	650	23	36.13		"Chromosome"	992269866	1406822	41687273	99.30000000000001
"246702"	"species"	"Potamogeton pusillus"	"GCA_965644155.1"	175	134		37.2		"Scaffold"	287506732	13536282	25960049	94.2
"140392"	"species"	"Platyhypnum duriusculum"	"GCA_965644165.1"	1737	1407	11	37.88		"Chromosome"	333279526	1653069	25256031	86.10000000000001
"402117"	"species"	"Lepidozia cupressina"	"GCA_965644175.1"	415	194	10	43.45		"Chromosome"	582610598	4974081	55480921	84.10000000000001
"135868"	"species"	"Drusilla canaliculata"	"GCA_965644185.1"	2516	1503		36.980000000000004		"Scaffold"	342981523	385837	32588319	98.4
"376124"	"species"	"Holcus mollis"	"GCA_965644205.1"	950	469	14	45.95		"Chromosome"	2440444810	14090000	179283107	99.4
"50745"	"species"	"Andreaea rothii"	"GCA_965644345.1"	644	49	11	45.13		"Chromosome"	239642140	733327	24400634	87.2
"3112358"	"species"	"Smerinthus ocellatus"	"GCA_965644355.1"	59	38	27	36.83		"Chromosome"	503034658	17927277	19403458	99.2
"3112358"	"species"	"Smerinthus ocellatus"	"GCA_965644365.1"	61	50	27	36.83		"Chromosome"	502288492	18624213	19131133	99.2
"231112"	"species"	"Sphagnum lindbergii"	"GCA_965644395.1"	823	41	22	36.24		"Chromosome"	401155127	873850	18943445	87.10000000000001
"446513"	"species"	"Mystacides azureus"	"GCA_965644405.1"	175	58	20	35.22		"Chromosome"	622391309	7836599	31365725	97.60000000000001
"1183223"	"species"	"Andreaea frigida"	"GCA_965644415.1"	954	38	11	44.53		"Chromosome"	238337626	404104	23571646	87.2
"2576622"	"species"	"Chelidonichthys lucerna"	"GCA_965644425.1"	650	345		42.87		"Scaffold"	651581513	3394816	27897570	99.80000000000001
"346794"	"species"	"Lesteva pubescens"	"GCA_965644435.1"	1796	738		29.92		"Scaffold"	983037810	1615374	102305544	97.60000000000001
"2882235"	"species"	"Lispocephala verna"	"GCA_965644445.1"	1908	933	5	32.32		"Chromosome"	987706988	1880399	227717882	98.60000000000001
"77064"	"species"	"Salix herbacea"	"GCA_965644465.1"	206	155	19	35.72		"Chromosome"	421427913	9631000	21399927	98.9
"128231"	"species"	"Sphagnum rubellum"	"GCA_965644475.1"	662	75	22	36.7		"Chromosome"	426281820	1253814	20342733	87.60000000000001
"185877"	"species"	"Coccinella magnifica"	"GCA_965644505.1"	710	631		36.14		"Scaffold"	558912801	5644604	36646883	98
"77064"	"species"	"Salix herbacea"	"GCA_965644525.1"	981	706		35.5		"Scaffold"	387358473	2552787	18145935	
"2576622"	"species"	"Chelidonichthys lucerna"	"GCA_965644535.1"	835	523	24	42.92		"Chromosome"	649069712	3029067	27987963	99.30000000000001
"346794"	"species"	"Lesteva pubescens"	"GCA_965644545.1"	2327	1264	9	29.96		"Chromosome"	984729096	1633415	103271849	97.60000000000001
"446513"	"species"	"Mystacides azureus"	"GCA_965644555.1"	2644	2644		35		"Contig"	626938642	852993	852993	
"185877"	"species"	"Coccinella magnifica"	"GCA_965644565.1"	574	447	10	36.25		"Chromosome"	498771620	7477629	43533345	97.9
"346789"	"species"	"Leistus fulvibarbis"	"GCA_965644575.1"	348	294	23	33.18		"Chromosome"	261713100	2898318	6924332	98.80000000000001
"346789"	"species"	"Leistus fulvibarbis"	"GCA_965644585.1"	418	367	22	33.27		"Chromosome"	218714322	2906524	6481029	92.2
"2882235"	"species"	"Lispocephala verna"	"GCA_965644595.1"	1368	456		32.42		"Scaffold"	934624013	1958074	206475783	98
"200911"	"species"	"Crepidodera aurata"	"GCA_965645195.1"	18916	18914		31.5		"Scaffold"	954998765	101419	101419	
"137095"	"species"	"Gentianella amarella"	"GCA_965645205.1"	1278	322	27	37.36		"Chromosome"	3131772627	5477000	111535001	96.60000000000001
"137095"	"species"	"Gentianella amarella"	"GCA_965645215.1"	1353	272	27	37.4		"Chromosome"	3190605969	5256750	113432588	96.7
"200911"	"species"	"Crepidodera aurata"	"GCA_965645225.1"	1676	308	13	31.45		"Chromosome"	840273214	1019463	61645881	98.5
"284514"	"species"	"Herbertus stramineus"	"GCA_965645235.1"	2582	218	9	43.68		"Chromosome"	1015019242	688000	110206414	82.5
"161978"	"species"	"Massalongia carnosa"	"GCA_965645245.1"	50	24	22	46.83		"Chromosome"	52090196	1726310	2434308	97.9
"67763"	"species"	"Lasius flavus"	"GCA_965645255.1"	1290	617	15	37.19		"Chromosome"	325880283	870316	20779816	97.9
"67763"	"species"	"Lasius flavus"	"GCA_965645265.1"	1426	665	15	37.14		"Chromosome"	314605777	810001	20879166	97.4
"1112382"	"species"	"Araneus angulatus"	"GCA_965645275.1"	2407	1908	28	33.29		"Chromosome"	2980905298	10175344	102380549	98.5
"1112382"	"species"	"Araneus angulatus"	"GCA_965645295.1"	1259	779		33.28		"Scaffold"	2941082819	11156069	97168520	98.7
"75717"	"species"	"Salix reticulata"	"GCA_965648395.1"	341	201	19	35.35		"Chromosome"	396193108	3443301	18452530	98.5
"40686"	"species"	"Salix viminalis"	"GCA_965648405.1"	1222	578	19	34.300000000000004		"Chromosome"	302872654	710708	14904670	98.2
"94688"	"species"	"Leucobryum glaucum"	"GCA_965648415.1"	2919	384	11	40.67		"Chromosome"	436794029	225633	38913260	86.4
"1667565"	"species"	"Tranosemella praerogator"	"GCA_965648425.1"	161	20	12	41.410000000000004		"Chromosome"	196248308	2158746	17423099	96.4
"197013"	"species"	"Curculio glandium"	"GCA_965648435.1"	1177	275	13	35.07		"Chromosome"	1121340361	2415291	99310684	98.5
"2203729"	"species"	"Dicraeus fennicus"	"GCA_965648445.1"	1892	336	4	35.13		"Chromosome"	724332753	790062	159239064	97.7
"40686"	"species"	"Salix viminalis"	"GCA_965648455.1"	1291	619	19	34.29		"Chromosome"	303328504	632860	15256138	98.30000000000001
"197013"	"species"	"Curculio glandium"	"GCA_965648465.1"	7966	3185		35		"Scaffold"	1112798684	337018	87414335	
"2203729"	"species"	"Dicraeus fennicus"	"GCA_965648475.1"	11964	6165		35		"Scaffold"	777335032	132831	143489476	
"746470"	"species"	"Karpatiosorbus bristoliensis"	"GCA_965648485.1"	557	117	34	37.910000000000004		"Chromosome"	1261311705	4730647	37337469	99.10000000000001
"295970"	"species"	"Hallomenus binotatus"	"GCA_965648495.1"	334	295	9	39.4		"Chromosome"	204881513	4510000	19143717	99.10000000000001
"295970"	"species"	"Hallomenus binotatus"	"GCA_965648505.1"	206	178		39.32		"Scaffold"	200096695	6261000	16540926	99.10000000000001
"1569171"	"species"	"Prionocyphon serricornis"	"GCA_965648515.1"	330	187	11	35.45		"Chromosome"	433108198	5823847	39608670	98.80000000000001
"75717"	"species"	"Salix reticulata"	"GCA_965648525.1"	328	200		35.33		"Scaffold"	393952194	3458141	18380406	98.5
"1667565"	"species"	"Tranosemella praerogator"	"GCA_965648535.1"	1470	1469		42		"Scaffold"	217889394	747948	747948	
"746470"	"species"	"Karpatiosorbus bristoliensis"	"GCA_965648545.1"	357	137	17	38.02		"Chromosome"	607642347	3867536	35346712	99.30000000000001
"1569171"	"species"	"Prionocyphon serricornis"	"GCA_965648555.1"	572	467	10	35.5		"Chromosome"	421174282	6066410	38945523	
"1918189"	"species"	"Winthemia cruentata"	"GCA_965649365.1"	492	316		31.21		"Scaffold"	658328111	5362944	116642503	98.9
"878205"	"species"	"Nalassus laevioctostriatus"	"GCA_965649375.1"	2675	2399	10	35.910000000000004		"Chromosome"	558899361	2328048	49469900	98.30000000000001
"878205"	"species"	"Nalassus laevioctostriatus"	"GCA_965649385.1"	1690	1425	10	35.62		"Chromosome"	534571247	2823984	51132463	98.30000000000001
"1918189"	"species"	"Winthemia cruentata"	"GCA_965649395.1"	820	641	6	31.32		"Chromosome"	680207065	6241268	119506953	98.80000000000001
"71936"	"species"	"Clitopilus prunulus"	"GCA_965649405.1"	129	43	12	47.65		"Chromosome"	37122506	948722	3508400	95.9
"71936"	"species"	"Clitopilus prunulus"	"GCA_965649415.1"	161	37	12	47.76		"Chromosome"	38391105	759812	3187469	96.10000000000001
"2930579"	"species"	"Bispira polyomma"	"GCA_965649765.1"	321	74	14	35.62		"Chromosome"	1035403694	6913758	84489182	97.4
"8912"	"species"	"Larus marinus"	"GCA_965649785.1"	883	343	36	44.81		"Chromosome"	1427211259	4327725	88539195	99.5
"128249"	"species"	"Sphagnum teres"	"GCA_965649795.1"	211	22	22	36.15		"Chromosome"	397186037	3575021	21799379	86.9
"2930579"	"species"	"Bispira polyomma"	"GCA_965649805.1"	1130	1130		36.5		"Contig"	31623185	29009	29009	
"8912"	"species"	"Larus marinus"	"GCA_965649815.1"	818	351	34	44.410000000000004		"Chromosome"	1239846396	4427508	101702972	95
"1890997"	"species"	"Dioctria baumhaueri"	"GCA_965653115.1"	2974	2426	6	33.26		"Chromosome"	1692240899	4129900	221983185	97.80000000000001
"1890997"	"species"	"Dioctria baumhaueri"	"GCA_965653125.1"	1502	1152	5	34.19		"Chromosome"	1409400952	5524394	210630692	96.5
"1086773"	"species"	"Pherbellia schoenherri"	"GCA_965653135.1"	3225	737		34.08		"Scaffold"	847975063	498996	170979451	97.30000000000001
"1545161"	"species"	"Megalonotus praetextatus"	"GCA_965653145.1"	4165	1880	7	36.32		"Chromosome"	2376954629	1530000	360196435	99.4
"346761"	"species"	"Chaetocnema hortensis"	"GCA_965653155.1"	2045	802	10	31.52		"Chromosome"	384621628	497099	40798368	99
"1086773"	"species"	"Pherbellia schoenherri"	"GCA_965653165.1"	3422	1064	7	34.06		"Chromosome"	811992584	497661	149907473	97
"346761"	"species"	"Chaetocnema hortensis"	"GCA_965653175.1"	1962	657	10	31.48		"Chromosome"	383802568	447560	40169932	99.10000000000001
"2742875"	"species"	"Daudebardia rufa"	"GCA_965653185.1"	6593	1174	28	41.11		"Chromosome"	2071564095	598689	74301533	93.4
"2742875"	"species"	"Daudebardia rufa"	"GCA_965653195.1"	5235	2017		41.050000000000004		"Scaffold"	1235198792	422606	30288052	69.7
"1545161"	"species"	"Megalonotus praetextatus"	"GCA_965653845.1"	4096	1822	7	36.37		"Chromosome"	2500666807	1506233	362856510	99.10000000000001
"2074862"	"species"	"Rhodocollybia maculata"	"GCA_965654195.1"	735	200		46.300000000000004		"Scaffold"	139619489	379684	11830473	89.9
"1273101"	"species"	"Asterocarpa humilis"	"GCA_965654205.1"	222	42	16	34.58		"Chromosome"	312516346	7511750	20064428	93.80000000000001
"119637"	"species"	"Larus hyperboreus"	"GCA_965654215.1"	3442	2661	35	45.13		"Chromosome"	1458800923	2840269	85666633	99.5
"446446"	"species"	"Laccobius striatulus"	"GCA_965654235.1"	881	669	9	31.830000000000002		"Chromosome"	1048627132	8827139	127081533	99.5
"594022"	"species"	"Tephritis formosa"	"GCA_965654245.1"	5971	1160	6	35.32		"Chromosome"	1825827422	599860	304693863	98.30000000000001
"346824"	"species"	"Phyllobius argentatus"	"GCA_965654255.1"	658	243	11	32.99		"Chromosome"	977769501	5055939	84168171	99.2
"1273101"	"species"	"Asterocarpa humilis"	"GCA_965654265.1"	166	111		34.19		"Scaffold"	310797130	7514435	19277783	93.80000000000001
"446446"	"species"	"Laccobius striatulus"	"GCA_965654275.1"	674	449	9	31.84		"Chromosome"	1060833994	7426591	127248362	99.60000000000001
"333459"	"species"	"Orthetrum coerulescens"	"GCA_965654315.1"	7356	3352	14	36.35		"Chromosome"	1338271766	373060	74698641	97.4
"333459"	"species"	"Orthetrum coerulescens"	"GCA_965654345.1"	4718	1351		36.2		"Scaffold"	1103375726	425775	71388750	90.60000000000001
"410286"	"species"	"Selandria serva"	"GCA_965654355.1"	610	135	12	37.59		"Chromosome"	201040667	923869	16206841	97
"119606"	"species"	"Larus glaucescens"	"GCA_965654385.1"	1238	665	36	45.19		"Chromosome"	1446586518	3410995	85721269	99.5
"346824"	"species"	"Phyllobius argentatus"	"GCA_965654395.1"	1006	643	10	33.01		"Chromosome"	937000773	5342107	83882080	94.5
"594022"	"species"	"Tephritis formosa"	"GCA_965654405.1"	41933	41909		35		"Scaffold"	1833683906	97178	97386	
"119637"	"species"	"Larus hyperboreus"	"GCA_965654415.1"	2332	1707	33	44.19		"Chromosome"	1222596547	3123111	96916423	95.30000000000001
"2074862"	"species"	"Rhodocollybia maculata"	"GCA_965654425.1"	760	183	12	46.25		"Chromosome"	143321711	375751	12465744	89.9
"410286"	"species"	"Selandria serva"	"GCA_965654435.1"	1671	1670		38		"Scaffold"	26922847	16185	16191	
"126713"	"species"	"Larus occidentalis"	"GCA_965654445.1"	868	386	34	44.42		"Chromosome"	1232342620	3921826	97575237	94.9
"126713"	"species"	"Larus occidentalis"	"GCA_965654455.1"	1006	453	36	45.2		"Chromosome"	1443155878	3779439	85627649	99.30000000000001
"119606"	"species"	"Larus glaucescens"	"GCA_965654465.1"	1014	507	34	44.26		"Chromosome"	1225395165	3859372	99528583	95.10000000000001
"65466"	"species"	"Lucilia caesar"	"GCA_965655125.1"	2398	857	6	30.2		"Chromosome"	615545306	628909	104106412	98.80000000000001
"65466"	"species"	"Lucilia caesar"	"GCA_965655155.1"	21450	21409		30.5		"Scaffold"	819892028	104756	106512	
"1822530"	"species"	"Melangyna compositarum"	"GCA_965663475.1"	5195	1699	5	32.730000000000004		"Chromosome"	999956761	368104	253175270	97.5
"304249"	"species"	"Hybos femoratus"	"GCA_965663495.1"	626	63	4	25.35		"Chromosome"	322527445	1043582	125872575	96
"1822530"	"species"	"Melangyna compositarum"	"GCA_965663505.1"	4759	1638		32.7		"Scaffold"	858819411	359097	224676876	93.10000000000001
"59297"	"species"	"Solidago canadensis"	"GCA_965663515.1"	654	233	9	35.22		"Chromosome"	812059780	3125107	85697689	94.30000000000001
"878129"	"species"	"Magdalis barbicornis"	"GCA_965663545.1"	8181	2800	21	33.71		"Chromosome"	1457472602	305565	66004839	96.60000000000001
"347271"	"species"	"Anthobium unicolor"	"GCA_965663555.1"	6277	4265	10	30		"Chromosome"	352140255	140477	22650015	
"347271"	"species"	"Anthobium unicolor"	"GCA_965663565.1"	886	447	12	29.66		"Chromosome"	359175870	1023587	27205651	99.30000000000001
"59297"	"species"	"Solidago canadensis"	"GCA_965663575.1"	1874	501		35.13		"Scaffold"	2462234288	2968787	85432842	98.5
"877924"	"species"	"Cryptocephalus pusillus"	"GCA_965663585.1"	1133	297	15	36.68		"Chromosome"	312950058	580918	20342572	99
"877924"	"species"	"Cryptocephalus pusillus"	"GCA_965663595.1"	12255	12253		37		"Scaffold"	526710562	90346	90416	
"878129"	"species"	"Magdalis barbicornis"	"GCA_965663605.1"	7930	2105		33.76		"Scaffold"	1399100542	316014	65976285	95.10000000000001
"304249"	"species"	"Hybos femoratus"	"GCA_965663615.1"	4275	2259		25.5		"Scaffold"	350200136	208356	121147415	
"126173"	"species"	"Cordulegaster boltonii"	"GCA_965663625.1"	2952	995	13	37.37		"Chromosome"	1610690654	1241317	111436305	99.30000000000001
"397083"	"species"	"Potamogeton trichoides"	"GCA_965663705.1"	728	669		40.45		"Scaffold"	389155980	8957001	23764144	93.80000000000001
"397083"	"species"	"Potamogeton trichoides"	"GCA_965663725.1"	1552	1503	14	39.08		"Chromosome"	361294105	10323251	22871622	93.80000000000001
"126173"	"species"	"Cordulegaster boltonii"	"GCA_965663745.1"	3223	1280	13	37.480000000000004		"Chromosome"	1557687839	1231351	110866629	99.30000000000001
"139838"	"species"	"Radula complanata"	"GCA_965669675.1"	1981	1975		58		"Scaffold"	31965157	16866	16898	
"2980188"	"species"	"Aplidium pallidum"	"GCA_965669705.1"	8053	8051		36.5		"Scaffold"	912954164	232711	232711	
"379215"	"species"	"Carpobrotus edulis"	"GCA_965782825.1"	8556	2074		41.76		"Scaffold"	955964210	211122	94201015	89
"55318"	"species"	"Potamogeton crispus"	"GCA_965783375.1"	2087	1968	26	36.96		"Chromosome"	513044622	8777000	19926051	94
"55318"	"species"	"Potamogeton crispus"	"GCA_965783445.1"	1213	1112		37.01		"Scaffold"	542509898	8490882	20787439	94.30000000000001
"346861"	"species"	"Tachyporus hypnorum"	"GCA_965783505.1"	8046	6216		36		"Scaffold"	618710964	251000	14070238	
"346861"	"species"	"Tachyporus hypnorum"	"GCA_965783885.1"	1393	702	13	35.14		"Chromosome"	531372006	1061911	19014134	98.9
"295815"	"species"	"Subcoccinella vigintiquattuorpunctata"	"GCA_965783985.1"	385	256	15	32.230000000000004		"Chromosome"	532027781	7289122	40002734	98.7
"292458"	"species"	"Agriotes lineatus"	"GCA_965788365.1"	1788	859		36.83		"Scaffold"	2557487709	4104806	214170943	99.30000000000001
